loan_id,business_id,credit_officer_id,dismissal_description,acquisition_channel,sector,principal,total_owing_at_issue,application_number,applying_for_loan_number,loan_number,employee_count,approval_status,paid_late,total_recovered_on_time,total_recovered_15_dpd,cash_yield_15_dpd
393041,167851,159407,,Friend,Mobile Money Airtime,460700.0,512000.0,7,7,7,4,Approved,false,512000.0,512000.0,51300.0
429703,167851,159407,,Friend,Mobile Money Airtime,506800.0,563300.0,8,8,8,4,Approved,false,563300.0,563300.0,56500.0
465090,167851,395019,,Friend,Mobile Money Airtime,557500.0,619700.0,9,9,9,4,Approved,false,619700.0,619700.0,62200.0
500625,167851,395019,,Friend,Mobile Money Airtime,613200.0,681500.0,10,10,10,4,Approved,false,681500.0,681500.0,68300.0
531698,167851,395019,,Friend,Mobile Money Airtime,674500.0,754700.0,11,11,11,4,Approved,false,754700.0,754700.0,80200.0
561778,167851,395019,,Friend,Mobile Money Airtime,742000.0,830100.0,12,12,12,4,Approved,false,830100.0,830100.0,88100.0
591868,167851,395019,,Friend,Mobile Money Airtime,756800.0,846600.0,13,13,13,4,Approved,true,0,846600.0,89800.0
690456,167851,395019,,Friend,Mobile Money Airtime,500000.0,574700.0,14,14,14,4,Approved,false,574700.0,574700.0,74700.0
721624,167851,395019,,Friend,Mobile Money Airtime,550000.0,632200.0,15,15,15,4,Approved,false,632200.0,632200.0,82200.0
753938,167851,395019,,Friend,Mobile Money Airtime,605000.0,695400.0,16,16,16,4,Approved,false,695400.0,695400.0,90400.0
785155,167851,395019,,Friend,Mobile Money Airtime,400000.0,456500.0,17,17,17,4,Approved,false,456500.0,456500.0,56500.0
815357,167851,395019,,Friend,Mobile Money Airtime,732000.0,835300.0,18,18,18,4,Approved,false,835300.0,835300.0,103300.0
849792,167851,395019,,Friend,Mobile Money Airtime,600000.0,684800.0,19,19,19,4,Approved,false,684800.0,684800.0,84800.0
879697,167851,395019,,Friend,Mobile Money Airtime,761500.0,868900.0,20,20,20,4,Approved,false,868900.0,868900.0,107400.0
906638,167851,395019,,Friend,Mobile Money Airtime,837600.0,955600.0,21,21,21,4,Approved,false,955600.0,955600.0,118000.0
937360,167851,137987,,Friend,Mobile Money Airtime,921400.0,1041700.0,22,22,22,4,Approved,false,1041700.0,1041700.0,120300.0
966538,167851,137987,,Friend,Mobile Money Airtime,1013500.0,1145600.0,23,23,23,4,Approved,false,1145600.0,1145600.0,132100.0
522719,388954,137985,,Friend,Manufacturing,150000.0,172400.0,1,1,1,23,Approved,false,172400.0,172400.0,22400.0
551687,388954,137985,,Friend,Manufacturing,185000.0,212600.0,2,2,2,23,Approved,false,212600.0,212600.0,27600.0
574225,388954,137985,,Friend,Manufacturing,205000.0,233600.0,3,3,3,23,Approved,false,233600.0,233600.0,28600.0
587739,388954,137985,,Friend,Manufacturing,220000.0,248400.0,4,4,4,23,Approved,false,248400.0,248400.0,28400.0
608972,388954,137985,,Friend,Manufacturing,237700.0,268400.0,5,5,5,23,Approved,false,268400.0,268400.0,30700.0
634216,388954,137996,,Friend,Manufacturing,230000.0,259700.0,6,6,6,23,Approved,false,259700.0,259700.0,29700.0
664003,388954,137996,,Friend,Manufacturing,284800.0,321600.0,7,7,7,23,Approved,false,321600.0,321600.0,36800.0
679673,388954,137996,,Friend,Manufacturing,301600.0,340600.0,8,8,8,23,Approved,false,340600.0,340600.0,39000.0
697509,388954,137996,,Friend,Manufacturing,300000.0,338800.0,9,9,9,23,Approved,false,338800.0,338800.0,38800.0
720742,388954,137985,,Friend,Manufacturing,350400.0,395600.0,10,10,10,23,Approved,false,395600.0,395600.0,45200.0
742121,388954,137985,,Friend,Manufacturing,370000.0,417800.0,11,11,11,23,Approved,false,417800.0,417800.0,47800.0
766048,388954,137985,,Friend,Manufacturing,408300.0,461800.0,12,12,12,23,Approved,false,461800.0,461800.0,53500.0
783592,388954,137985,,Friend,Manufacturing,420000.0,475100.0,13,13,13,23,Approved,false,475100.0,475100.0,55100.0
809925,388954,137985,,Friend,Manufacturing,473800.0,536000.0,14,14,14,23,Approved,false,536000.0,536000.0,62200.0
834874,388954,137985,,Friend,Manufacturing,514600.0,582100.0,15,15,15,23,Approved,false,582100.0,582100.0,67500.0
865514,388954,137985,,Friend,Manufacturing,560000.0,633500.0,16,16,16,23,Approved,false,633500.0,633500.0,73500.0
881891,388954,137985,,Friend,Manufacturing,570000.0,639000.0,17,17,17,23,Approved,false,639000.0,639000.0,69000.0
897702,388954,137985,,Friend,Manufacturing,625000.0,700700.0,18,18,18,23,Approved,false,700700.0,700700.0,75700.0
923827,388954,137985,,Friend,Manufacturing,630000.0,706300.0,19,19,19,23,Approved,false,706300.0,706300.0,76300.0
946220,388954,137985,,Friend,Manufacturing,630000.0,725500.0,20,20,20,23,Approved,false,725500.0,725500.0,95500.0
969000,388954,137985,,Friend,Manufacturing,830000.0,938500.0,21,21,21,23,Approved,false,938500.0,938500.0,108500.0
983302,388954,137985,,Friend,Manufacturing,880000.0,1003900.0,22,22,22,23,Approved,false,1003900.0,1003900.0,123900.0
649172,460374,137987,,Friend,Beauty Fashion,180000.0,201400.0,1,1,1,0,Approved,false,201400.0,201400.0,21400.0
679000,460374,137987,,Friend,Beauty Fashion,198000.0,221600.0,2,2,2,0,Approved,false,221600.0,221600.0,23600.0
707021,460374,137987,,Friend,Beauty Fashion,205000.0,229400.0,3,3,3,0,Approved,false,229400.0,229400.0,24400.0
736394,460374,137987,,Friend,Beauty Fashion,205000.0,229400.0,4,4,4,0,Approved,false,229400.0,229400.0,24400.0
771151,460374,137987,,Friend,Beauty Fashion,205000.0,229800.0,5,5,5,0,Approved,false,229800.0,229800.0,24800.0
803563,460374,72330,,Friend,Beauty Fashion,205000.0,229800.0,6,6,6,0,Approved,false,229800.0,229800.0,24800.0
836859,460374,72330,,Friend,Beauty Fashion,205000.0,229800.0,7,7,7,0,Approved,false,229800.0,229800.0,24800.0
869178,460374,72330,,Friend,Beauty Fashion,205000.0,229800.0,8,8,8,0,Approved,false,229800.0,229800.0,24800.0
897314,460374,72330,,Friend,Beauty Fashion,310000.0,347500.0,9,9,9,0,Approved,false,347500.0,347500.0,37500.0
926945,460374,72330,,Friend,Beauty Fashion,205000.0,229800.0,10,10,10,0,Approved,false,229800.0,229800.0,24800.0
957672,460374,72330,,Friend,Beauty Fashion,205000.0,229800.0,11,11,11,0,Approved,false,229800.0,229800.0,24800.0
571637,414697,245782,,Friend,Arts Media,230000.0,257400.0,1,1,1,3,Approved,false,257400.0,257400.0,27400.0
599268,414697,395021,,Friend,Arts Media,253000.0,283100.0,2,2,2,3,Approved,false,283100.0,283100.0,30100.0
630283,414697,395021,,Friend,Arts Media,278300.0,311400.0,3,3,3,3,Approved,false,311400.0,311400.0,33100.0
656753,414697,395021,,Friend,Arts Media,303900.0,340100.0,4,4,4,3,Approved,false,340100.0,340100.0,36200.0
686806,414697,395021,,Friend,Arts Media,334300.0,374100.0,5,5,5,3,Approved,false,374100.0,374100.0,39800.0
717203,414697,395021,,Friend,Arts Media,367700.0,411500.0,6,6,6,3,Approved,false,411500.0,411500.0,43800.0
749211,414697,395021,,Friend,Arts Media,404500.0,452600.0,7,7,7,3,Approved,false,452600.0,452600.0,48100.0
782047,414697,395021,,Friend,Arts Media,445000.0,498900.0,8,8,8,3,Approved,false,498900.0,498900.0,53900.0
814966,414697,395021,,Friend,Arts Media,489500.0,548700.0,9,9,9,3,Approved,false,548700.0,548700.0,59200.0
841390,414697,395021,,Friend,Arts Media,650000.0,728700.0,10,10,10,3,Approved,false,728700.0,728700.0,78700.0
873968,414697,395021,,Friend,Arts Media,715000.0,801400.0,11,11,11,3,Approved,false,801400.0,801400.0,86400.0
901397,414697,395021,,Friend,Arts Media,1000000.0,1120300.0,12,12,12,3,Approved,false,1120300.0,1120300.0,120300.0
932209,414697,395021,,Friend,Arts Media,1100000.0,1232100.0,13,13,13,3,Approved,false,1232100.0,1232100.0,132100.0
961495,414697,395021,,Friend,Arts Media,1210000.0,1355200.0,14,14,14,3,Approved,false,1355200.0,1355200.0,145200.0
193084,174413,85897,,Friend,Autoparts Hardware,500000.0,570900.0,1,1,1,2,Approved,false,570900.0,570900.0,70900.0
220662,174413,85897,,Friend,Autoparts Hardware,729900.0,811200.0,2,2,2,2,Approved,false,811200.0,811200.0,81300.0
262274,174413,85897,,Friend,Autoparts Hardware,1000000.0,1111400.0,3,3,3,2,Approved,false,1111400.0,1111400.0,111400.0
301727,174413,279287,,Friend,Autoparts Hardware,1500000.0,1667100.0,4,4,4,2,Approved,false,1667100.0,1667100.0,167100.0
334824,174413,279287,,Friend,Autoparts Hardware,1575000.0,1750400.0,5,5,5,2,Approved,false,1750400.0,1750400.0,175400.0
363749,174413,279287,,Friend,Autoparts Hardware,1653800.0,1838000.0,6,6,6,2,Approved,false,1838000.0,1838000.0,184200.0
394377,174413,279287,,Friend,Autoparts Hardware,1703400.0,1893100.0,7,7,7,2,Approved,false,1893100.0,1893100.0,189700.0
427693,174413,279287,,Friend,Autoparts Hardware,1754500.0,1949900.0,8,8,8,2,Approved,false,1949900.0,1949900.0,195400.0
463773,174413,279287,,Friend,Autoparts Hardware,1807100.0,2008400.0,9,9,9,2,Approved,false,2008400.0,2008400.0,201300.0
498216,174413,279287,,Friend,Autoparts Hardware,1861300.0,2068600.0,10,10,10,2,Approved,false,2068600.0,2068600.0,207300.0
526309,174413,279287,,Friend,Autoparts Hardware,1917100.0,2142400.0,11,11,11,2,Approved,false,2142400.0,2142400.0,225300.0
550051,174413,279287,,Friend,Autoparts Hardware,1966600.0,2197700.0,12,12,12,2,Approved,false,2197700.0,2197700.0,231100.0
579759,174413,279287,,Friend,Autoparts Hardware,2005900.0,2241600.0,13,13,13,2,Approved,false,2241600.0,2241600.0,235700.0
610885,174413,279287,,Friend,Autoparts Hardware,2046000.0,2286300.0,14,14,14,2,Approved,false,2286300.0,2286300.0,240300.0
643983,174413,279287,,Friend,Autoparts Hardware,2000000.0,2235000.0,15,15,15,2,Approved,false,2235000.0,2235000.0,235000.0
675607,174413,279287,,Friend,Autoparts Hardware,2100000.0,2346600.0,16,16,16,2,Approved,false,2346600.0,2346600.0,246600.0
705607,174413,279287,,Friend,Autoparts Hardware,2205000.0,2463900.0,17,17,17,2,Approved,false,2463900.0,2463900.0,258900.0
730247,174413,279287,,Friend,Autoparts Hardware,2303200.0,2573600.0,18,18,18,2,Approved,false,2573600.0,2573600.0,270400.0
760916,174413,260478,,Friend,Autoparts Hardware,2418400.0,2702200.0,19,19,19,2,Approved,false,2702200.0,2702200.0,283800.0
792419,174413,260478,,Friend,Autoparts Hardware,2539300.0,2842400.0,20,20,20,2,Approved,false,2842400.0,2842400.0,303100.0
826656,174413,260478,,Friend,Autoparts Hardware,2793200.0,3126400.0,21,21,21,2,Approved,false,3126400.0,3126400.0,333200.0
859268,174413,260478,,Friend,Autoparts Hardware,2971100.0,3325500.0,22,22,22,2,Approved,false,3325500.0,3325500.0,354400.0
888760,174413,260478,,Friend,Autoparts Hardware,3119700.0,3491700.0,23,23,23,2,Approved,false,3491700.0,3491700.0,372000.0
910382,174413,260478,,Friend,Autoparts Hardware,3263100.0,3652100.0,24,24,24,2,Approved,false,3652100.0,3652100.0,389000.0
938751,174413,730701,,Friend,Autoparts Hardware,3426300.0,3834800.0,25,25,25,2,Approved,false,3834800.0,3834800.0,408500.0
967927,174413,730701,,Friend,Autoparts Hardware,3597600.0,4026400.0,26,26,26,2,Approved,false,4026400.0,4026400.0,428800.0
787078,552174,137987,,Google,Food Staple Goods,230000.0,264900.0,1,1,1,4,Approved,false,264900.0,264900.0,34900.0
808288,552174,72330,,Google,Food Staple Goods,246100.0,278400.0,2,2,2,4,Approved,false,278400.0,278400.0,32300.0
842869,552174,72330,,Google,Food Staple Goods,270700.0,306200.0,3,3,3,4,Approved,false,306200.0,306200.0,35500.0
872197,552174,72330,,Google,Food Staple Goods,297800.0,336900.0,4,4,4,4,Approved,false,336900.0,336900.0,39100.0
898880,552174,72330,,Google,Food Staple Goods,327600.0,370600.0,5,5,5,4,Approved,false,370600.0,370600.0,43000.0
928021,552174,72330,,Google,Food Staple Goods,360400.0,407700.0,6,6,6,4,Approved,false,407700.0,407700.0,47300.0
949311,552174,72330,,Google,Food Staple Goods,390300.0,441500.0,7,7,7,4,Approved,false,441500.0,441500.0,51200.0
980200,552174,72330,,Google,Food Staple Goods,429300.0,485700.0,8,8,8,4,Approved,false,485700.0,485700.0,56400.0
829689,582686,60425,,Friend,Beauty Fashion,300000.0,345500.0,1,1,1,0,Approved,false,345500.0,345500.0,45500.0
872149,582686,60425,,Friend,Beauty Fashion,300000.0,336300.0,2,2,2,0,Approved,false,336300.0,336300.0,36300.0
895379,582686,60425,,Friend,Beauty Fashion,300000.0,336300.0,3,3,3,0,Approved,false,336300.0,336300.0,36300.0
933868,582686,60425,,Friend,Beauty Fashion,300000.0,336300.0,4,4,4,0,Approved,false,336300.0,336300.0,36300.0
956111,582686,60425,,Friend,Beauty Fashion,300000.0,336300.0,5,5,5,0,Approved,false,336300.0,336300.0,36300.0
624271,444932,279290,,Friend,Manufacturing,260000.0,298900.0,1,1,1,2,Approved,false,298900.0,298900.0,38900.0
653993,444932,279290,,Friend,Manufacturing,286000.0,328800.0,2,2,2,2,Approved,false,328800.0,328800.0,42800.0
680220,444932,279290,,Friend,Manufacturing,313100.0,356800.0,3,3,3,2,Approved,false,356800.0,356800.0,43700.0
708311,444932,279290,,Friend,Manufacturing,344400.0,392400.0,4,4,4,2,Approved,false,392400.0,392400.0,48000.0
740279,444932,279290,,Friend,Manufacturing,378800.0,431600.0,5,5,5,2,Approved,false,431600.0,431600.0,52800.0
770916,444932,279290,,Friend,Manufacturing,416700.0,475600.0,6,6,6,2,Approved,false,475600.0,475600.0,58900.0
797538,444932,279290,,Friend,Manufacturing,455000.0,519300.0,7,7,7,2,Approved,false,519300.0,519300.0,64300.0
827934,444932,279290,,Friend,Manufacturing,500500.0,571300.0,8,8,8,2,Approved,false,571300.0,571300.0,70800.0
860862,444932,279290,,Friend,Manufacturing,550600.0,628500.0,9,9,9,2,Approved,false,628500.0,628500.0,77900.0
893440,444932,279290,,Friend,Manufacturing,605700.0,691300.0,10,10,10,2,Approved,false,691300.0,691300.0,85600.0
923994,444932,279290,,Friend,Manufacturing,666300.0,760500.0,11,11,11,2,Approved,false,760500.0,760500.0,94200.0
947046,444932,279290,,Friend,Manufacturing,723700.0,825800.0,12,12,12,2,Approved,false,825800.0,825800.0,102100.0
973180,444932,279290,,Friend,Manufacturing,794200.0,906100.0,13,13,13,2,Approved,false,906100.0,906100.0,111900.0
871627,612387,,,Friend,Phones Electronics,260000.0,,1,1,,1,Expired,false,,,
915125,612387,108022,,Friend,Phones Electronics,260000.0,299400.0,2,1,1,1,Approved,false,299400.0,299400.0,39400.0
942103,612387,108022,,Friend,Phones Electronics,286000.0,323500.0,3,2,2,1,Approved,false,323500.0,323500.0,37500.0
971216,612387,108022,,Friend,Phones Electronics,280000.0,316800.0,4,3,3,1,Approved,false,316800.0,316800.0,36800.0
749284,515409,,,Friend,Beauty Fashion,230000.0,,1,1,,0,Expired,false,,,
859548,515409,395021,,Friend,Beauty Fashion,300000.0,345500.0,2,1,1,0,Approved,false,345500.0,345500.0,45500.0
904638,515409,395021,,Friend,Beauty Fashion,300000.0,345500.0,3,2,2,0,Approved,false,345500.0,345500.0,45500.0
933826,515409,395021,,Friend,Beauty Fashion,300000.0,345500.0,4,3,3,0,Approved,false,345500.0,345500.0,45500.0
962307,515409,395021,,Friend,Beauty Fashion,363000.0,410700.0,5,4,4,0,Approved,false,410700.0,410700.0,47700.0
96414,94177,,Expired,Facebook,Stationary Printing,230000.0,,1,1,,1,Expired,false,,,
105062,94177,,Expired,Facebook,Stationary Printing,260000.0,,2,1,,1,Expired,false,,,
111390,94177,85891,,Facebook,Stationary Printing,260000.0,287400.0,3,1,1,1,Approved,false,287400.0,287400.0,27400.0
130181,94177,85891,,Facebook,Stationary Printing,299000.0,330600.0,4,2,2,1,Approved,false,330600.0,330600.0,31600.0
151225,94177,85891,,Facebook,Stationary Printing,478400.0,528800.0,5,3,3,1,Approved,false,528800.0,528800.0,50400.0
187918,94177,85891,,Facebook,Stationary Printing,618900.0,687900.0,6,4,4,1,Approved,false,687900.0,687900.0,69000.0
220257,94177,85891,,Facebook,Stationary Printing,809000.0,899100.0,7,5,5,1,Approved,false,899100.0,899100.0,90100.0
253141,94177,85891,,Facebook,Stationary Printing,880000.0,978000.0,8,6,6,1,Approved,false,978000.0,978000.0,98000.0
295906,94177,85891,,Facebook,Stationary Printing,965000.0,1072500.0,9,7,7,1,Approved,true,500000.0,1072500.0,107500.0
332260,94177,85891,,Facebook,Stationary Printing,989000.0,1119200.0,10,8,8,1,Approved,false,1119200.0,1119200.0,130200.0
362765,94177,85891,Client does not have all of the requirements,Facebook,Stationary Printing,1008800.0,,11,9,,1,Declined,false,,,
367450,94177,85891,Client does not have all of the requirements,Facebook,Stationary Printing,990000.0,,12,9,,1,Declined,false,,,
371102,94177,85891,,Facebook,Stationary Printing,1008800.0,1141600.0,13,9,9,1,Approved,false,1141600.0,1141600.0,132800.0
402870,94177,85891,,Facebook,Stationary Printing,1029000.0,1154000.0,14,10,10,1,Approved,false,1154000.0,1154000.0,125000.0
440071,94177,85891,,Facebook,Stationary Printing,1049600.0,1177200.0,15,11,11,1,Approved,true,250000.0,1177200.0,127600.0
494086,94177,85891,,Facebook,Stationary Printing,1070600.0,1222300.0,16,12,12,1,Approved,false,1222300.0,1222300.0,151700.0
522547,94177,85891,,Facebook,Stationary Printing,1092000.0,1254300.0,17,13,13,1,Approved,false,1254300.0,1254300.0,162300.0
555922,94177,85891,,Facebook,Stationary Printing,1113800.0,1279200.0,18,14,14,1,Approved,false,1279200.0,1279200.0,165400.0
583504,94177,85891,,Facebook,Stationary Printing,1136100.0,1293200.0,19,15,15,1,Approved,false,1293200.0,1293200.0,157100.0
612725,94177,85891,,Facebook,Stationary Printing,1158800.0,1319100.0,20,16,16,1,Approved,false,1319100.0,1319100.0,160300.0
645880,94177,85891,,Facebook,Stationary Printing,1000000.0,1138500.0,21,17,17,1,Approved,false,1138500.0,1138500.0,138500.0
681192,94177,85891,,Facebook,Stationary Printing,1100000.0,1252200.0,22,18,18,1,Approved,false,1252200.0,1252200.0,152200.0
706030,94177,85891,,Facebook,Stationary Printing,1198000.0,1363700.0,23,19,19,1,Approved,false,1363700.0,1363700.0,165700.0
737690,94177,85891,,Facebook,Stationary Printing,1310000.0,1491000.0,24,20,20,1,Approved,false,1491000.0,1491000.0,181000.0
767851,94177,85891,,Facebook,Stationary Printing,1383700.0,1577600.0,25,21,21,1,Approved,false,1577600.0,1577600.0,193900.0
799690,94177,85891,,Facebook,Stationary Printing,1452900.0,1656500.0,26,22,22,1,Approved,false,1656500.0,1656500.0,203600.0
834554,94177,85891,,Facebook,Stationary Printing,1525500.0,1739100.0,27,23,23,1,Approved,false,1739100.0,1739100.0,213600.0
863279,94177,85891,,Facebook,Stationary Printing,1570100.0,1790000.0,28,24,24,1,Approved,false,1790000.0,1790000.0,219900.0
894630,94177,85891,,Facebook,Stationary Printing,1617200.0,1843600.0,29,25,25,1,Approved,false,1843600.0,1843600.0,226400.0
924318,94177,85891,,Facebook,Stationary Printing,1778900.0,2027800.0,30,26,26,1,Approved,false,2027800.0,2027800.0,248900.0
955224,94177,85891,,Facebook,Stationary Printing,1956800.0,2230400.0,31,27,27,1,Approved,false,2230400.0,2230400.0,273600.0
540239,398779,227977,,Friend,Stationary Printing,200000.0,229900.0,1,1,1,1,Approved,false,229900.0,229900.0,29900.0
569600,398779,227977,,Friend,Stationary Printing,220000.0,252900.0,2,2,2,1,Approved,false,252900.0,252900.0,32900.0
598402,398779,108022,,Friend,Stationary Printing,242000.0,278200.0,3,3,3,1,Approved,false,278200.0,278200.0,36200.0
630496,398779,108022,,Friend,Stationary Printing,266200.0,306000.0,4,4,4,1,Approved,false,306000.0,306000.0,39800.0
661561,398779,108022,,Friend,Stationary Printing,292800.0,336600.0,5,5,5,1,Approved,false,336600.0,336600.0,43800.0
699890,398779,108022,,Friend,Stationary Printing,322100.0,367000.0,6,6,6,1,Approved,false,367000.0,367000.0,44900.0
729109,398779,108022,,Friend,Stationary Printing,354300.0,403700.0,7,7,7,1,Approved,false,403700.0,403700.0,49400.0
759830,398779,108022,,Friend,Stationary Printing,389700.0,444000.0,8,8,8,1,Approved,false,444000.0,444000.0,54300.0
790776,398779,108022,,Friend,Stationary Printing,428700.0,489300.0,9,9,9,1,Approved,false,489300.0,489300.0,60600.0
822924,398779,108022,,Friend,Stationary Printing,471600.0,538200.0,10,10,10,1,Approved,false,538200.0,538200.0,66600.0
856624,398779,108022,,Friend,Stationary Printing,518800.0,592100.0,11,11,11,1,Approved,false,592100.0,592100.0,73300.0
887904,398779,108022,,Friend,Stationary Printing,570700.0,651400.0,12,12,12,1,Approved,false,651400.0,651400.0,80700.0
914648,398779,108022,,Friend,Stationary Printing,627800.0,716600.0,13,13,13,1,Approved,false,716600.0,716600.0,88800.0
944443,398779,108022,,Friend,Stationary Printing,690600.0,788200.0,14,14,14,1,Approved,false,788200.0,788200.0,97600.0
959545,398779,108022,,Friend,Stationary Printing,731200.0,827000.0,15,15,15,1,Approved,false,827000.0,827000.0,95800.0
261281,225038,85892,Client no longer interested,Google,Beauty Fashion,260000.0,,1,1,,0,Cancelled,false,,,
278066,225038,18906,,Google,Beauty Fashion,260000.0,289000.0,2,1,1,0,Approved,false,289000.0,289000.0,29000.0
310832,225038,18906,,Google,Beauty Fashion,284600.0,316300.0,3,2,2,0,Approved,false,316300.0,316300.0,31700.0
338794,225038,295227,,Google,Beauty Fashion,312300.0,347100.0,4,3,3,0,Approved,false,347100.0,347100.0,34800.0
369637,225038,295227,,Google,Beauty Fashion,343500.0,381800.0,5,4,4,0,Approved,false,381800.0,381800.0,38300.0
398980,225038,295227,,Google,Beauty Fashion,377800.0,419900.0,6,5,5,0,Approved,false,419900.0,419900.0,42100.0
425964,225038,295227,,Google,Beauty Fashion,410300.0,456000.0,7,6,6,0,Approved,false,456000.0,456000.0,45700.0
454140,225038,295227,,Google,Beauty Fashion,446800.0,496600.0,8,7,7,0,Approved,false,496600.0,496600.0,49800.0
493656,225038,295227,,Google,Beauty Fashion,491500.0,546300.0,9,8,8,0,Approved,false,546300.0,546300.0,54800.0
520366,225038,295227,,Google,Beauty Fashion,538100.0,602100.0,10,9,9,0,Approved,false,602100.0,602100.0,64000.0
542900,225038,295227,,Google,Beauty Fashion,582800.0,652200.0,11,10,10,0,Approved,false,652200.0,652200.0,69400.0
569175,225038,295227,,Google,Beauty Fashion,641100.0,717400.0,12,11,11,0,Approved,false,717400.0,717400.0,76300.0
596858,225038,295227,,Google,Beauty Fashion,705200.0,789000.0,13,12,12,0,Approved,false,789000.0,789000.0,83800.0
629027,225038,295227,,Google,Beauty Fashion,719300.0,804700.0,14,13,13,0,Approved,false,804700.0,804700.0,85400.0
655771,225038,295227,,Google,Beauty Fashion,732500.0,819400.0,15,14,14,0,Approved,false,819400.0,819400.0,86900.0
706820,225038,295227,,Google,Beauty Fashion,700000.0,783200.0,16,15,15,0,Approved,false,783200.0,783200.0,83200.0
750895,225038,295227,,Google,Beauty Fashion,792200.0,886100.0,17,16,16,0,Approved,false,886100.0,886100.0,93900.0
824675,225038,295227,,Google,Beauty Fashion,871400.0,976400.0,18,17,17,0,Approved,false,976400.0,976400.0,105000.0
858757,225038,295227,,Google,Beauty Fashion,300000.0,336300.0,19,18,18,0,Approved,false,336300.0,336300.0,36300.0
884400,225038,295227,,Google,Beauty Fashion,600000.0,672600.0,20,19,19,0,Approved,false,672600.0,672600.0,72600.0
911344,225038,295227,,Google,Beauty Fashion,1000000.0,1120300.0,21,20,20,0,Approved,false,1120300.0,1120300.0,120300.0
935856,225038,295227,,Google,Beauty Fashion,900000.0,1008400.0,22,21,21,0,Approved,false,1008400.0,1008400.0,108400.0
959075,225038,295227,,Google,Beauty Fashion,950000.0,1064300.0,23,22,22,0,Approved,false,1064300.0,1064300.0,114300.0
973752,225038,295227,,Google,Beauty Fashion,1000000.0,1120300.0,24,23,23,0,Approved,false,1120300.0,1120300.0,120300.0
626837,446322,137987,,Friend,Food Staple Goods,500000.0,559500.0,1,1,1,2,Approved,false,559500.0,559500.0,59500.0
647461,446322,137987,,Friend,Food Staple Goods,665600.0,744800.0,2,2,2,2,Approved,false,744800.0,744800.0,79200.0
667044,446322,137987,,Friend,Food Staple Goods,910500.0,1018200.0,3,3,3,2,Approved,false,1018200.0,1018200.0,107700.0
694450,446322,137987,,Friend,Food Staple Goods,1442700.0,1612600.0,4,4,4,2,Approved,false,1612600.0,1612600.0,169900.0
723202,446322,137987,,Friend,Food Staple Goods,2000000.0,2235000.0,5,5,5,2,Approved,false,2235000.0,2235000.0,235000.0
755105,446322,137987,,Friend,Food Staple Goods,2200000.0,2458300.0,6,6,6,2,Approved,false,2458300.0,2458300.0,258300.0
788364,446322,137987,,Friend,Food Staple Goods,2420000.0,2708900.0,7,7,7,2,Approved,false,2708900.0,2708900.0,288900.0
820002,446322,72330,,Friend,Food Staple Goods,2420000.0,2708900.0,8,8,8,2,Approved,false,2708900.0,2708900.0,288900.0
842762,446322,72330,,Friend,Food Staple Goods,3000000.0,3357800.0,9,9,9,2,Approved,false,3357800.0,3357800.0,357800.0
874815,446322,72330,,Friend,Food Staple Goods,3300000.0,3693500.0,10,10,10,2,Approved,false,3693500.0,3693500.0,393500.0
903392,446322,72330,,Friend,Food Staple Goods,3795000.0,4247300.0,11,11,11,2,Approved,false,4247300.0,4247300.0,452300.0
933044,446322,72330,,Friend,Food Staple Goods,4364200.0,4884000.0,12,12,12,2,Approved,false,4884000.0,4884000.0,519800.0
964800,446322,72330,,Friend,Food Staple Goods,4769500.0,5337500.0,13,13,13,2,Approved,false,5337500.0,5337500.0,568000.0
743496,520266,137985,,Friend,Beauty Fashion,260000.0,298900.0,1,1,1,1,Approved,false,298900.0,298900.0,38900.0
773912,520266,137985,,Friend,Beauty Fashion,286000.0,323500.0,2,2,2,1,Approved,false,323500.0,323500.0,37500.0
808266,520266,137985,,Friend,Beauty Fashion,314600.0,355800.0,3,3,3,1,Approved,false,355800.0,355800.0,41200.0
864546,520266,137985,,Friend,Beauty Fashion,346100.0,391600.0,4,4,4,1,Approved,false,391600.0,391600.0,45500.0
890391,520266,137985,,Friend,Beauty Fashion,377900.0,423600.0,5,5,5,1,Approved,false,423600.0,423600.0,45700.0
915046,520266,137985,,Friend,Beauty Fashion,450200.0,504700.0,6,6,6,1,Approved,false,504700.0,504700.0,54500.0
945111,520266,137985,,Friend,Beauty Fashion,495200.0,555100.0,7,7,7,1,Approved,false,555100.0,555100.0,59900.0
974775,520266,137985,,Friend,Beauty Fashion,544700.0,610700.0,8,8,8,1,Approved,false,610700.0,610700.0,66000.0
676634,477344,309549,,Friend,Drugshop,230000.0,264400.0,1,1,1,2,Approved,false,264400.0,264400.0,34400.0
704919,477344,309549,,Friend,Drugshop,253000.0,285700.0,2,2,2,2,Approved,true,117000.0,285700.0,32700.0
738802,477344,309549,,Friend,Drugshop,278300.0,317100.0,3,3,3,2,Approved,false,317100.0,317100.0,38800.0
751372,477344,395021,,Friend,Drugshop,292500.0,327300.0,4,4,4,2,Approved,false,327300.0,327300.0,34800.0
783017,477344,395021,,Friend,Drugshop,321800.0,360700.0,5,5,5,2,Approved,false,360700.0,360700.0,38900.0
815937,477344,395021,,Friend,Drugshop,354000.0,396800.0,6,6,6,2,Approved,false,396800.0,396800.0,42800.0
849971,477344,395021,,Friend,Drugshop,389400.0,436500.0,7,7,7,2,Approved,false,436500.0,436500.0,47100.0
